73, Not in universe, 0, 0, High school graduate, 0, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Other Rel 18+ ever marr not in subfamily, Other relative of householder, 1700.09, 0, 0, 0, Not in universe under 1 year old, 0, 0, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 95, - 50000.
35, Private, 31, 33, High school graduate, 1400, Not in universe, Divorced, Utilities and sanitary services, Precision production craft & repair, White, All other, Male, Yes, Not in universe, Children or Armed Forces, 0, 0, 0, Head of household, Not in universe, Not in universe, Householder, Householder, 369.39, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 4, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 94, - 50000.
56, Not in universe, 0, 0, Associates degree-occup /vocational, 0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Spouse of householder, Spouse of householder, 1281.89, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 94, - 50000.
24, Private, 33, 19, High school graduate, 0, Not in universe, Never married, Retail trade, Sales, Black, All other, Male, Not in universe, Not in universe, Full-time schedules, 0, 0, 0, Single, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older, 2489.32, 0, 0, 0, Not in universe under 1 year old, 0, 6, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 95, - 50000.
19, Private, 33, 26, High school graduate, 0, College or university, Never married, Retail trade, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, PT for econ reasons usually PT, 0, 0, 0, Single, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older, 3388.66, 0, 0, 0, Not in universe under 1 year old, 0, 6, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 35, 95, - 50000.
33, Private, 34, 24, Associates degree-academic program, 0, Not in universe, Never married, Finance insurance and real estate, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Single, Not in universe, Not in universe, Nonfamily householder, Householder, 404.96, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 1, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 2, Not in universe, 2, 52, 94, - 50000.
26, State government, 44, 32, 11th grade, 0, Not in universe, Divorced, Social services, Other service, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Head of household, Not in universe, Not in universe, Householder, Householder, 1802.55, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 6, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 16, 94, - 50000.
21, Private, 33, 19, High school graduate, 0, Not in universe, Married-A F spouse present, Retail trade, Sales, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Joint both under 65, West, California, Spouse of householder, Spouse of householder, 2494.84, Not identifiable, Different region, Different state in West, No, No, 6, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 14, 94, - 50000.
68, Private, 12, 35, 7th and 8th grade, 965, Not in universe, Widowed, Manufacturing-durable goods, Precision production craft & repair, White, All other, Female, No, Not in universe, Full-time schedules, 0, 0, 0, Single, Not in universe, Not in universe, Nonfamily householder, Householder, 421.88, 0, 0, 0, Not in universe under 1 year old, 0, 4, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 36, 95, - 50000.
72, Not in universe, 0, 0, High school graduate, 0, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 2062, 0, 0, Single, Not in universe, Not in universe, Nonfamily householder, Householder, 1263.79, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 94, - 50000.
76, Not in universe, 0, 0, Associates degree-academic program, 0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Householder, Householder, 1629.48, 0, 0, 0, Not in universe under 1 year old, 0, 0, Not in universe, 0, 0, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 95, - 50000.
50, Private, 34, 24, 10th grade, 0, Not in universe, Separated, Finance insurance and real estate, Adm support including clerical, Black, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Single, Northeast, North Carolina, Nonfamily householder, Householder, 1457.32, MSA to MSA, Same county, Same county, No, No, 6, Not in universe, Jamaica, Jamaica, Jamaica, Foreign born- U S citizen by naturalization, 2, Not in universe, 2, 52, 94, - 50000.
52, Private, 29, 38, High school graduate, 0, Not in universe, Married-civilian spouse present, Transportation, Transportation and material moving, Black, All other, Male, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder, 1845.01, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 3, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 94, - 50000.
43, Private, 37, 38, Some college but no degree, 0, Not in universe, Divorced, Business and repair services, Transportation and material moving, White, Mexican-American, Male, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Single, Not in universe, Not in universe, Nonfamily householder, Householder, 1246.99, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 6, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 2, Not in universe, 2, 32, 94, - 50000.
5, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 332.81, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Both parents present, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 94, - 50000.
50, Private, 21, 36, High school graduate, 0, Not in universe, Married-civilian spouse present, Manufacturing-nondurable goods, Machine operators assmblrs & inspctrs, White, All other, Female, No, Not in universe, Children or Armed Forces, 0, 0, 0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder, 1374.67, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 6, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 94, - 50000.
83, Not in universe, 0, 0, 10th grade, 0, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Midwest, Minnesota, Other Rel 18+ ever marr not in subfamily, Other relative of householder, 2258.59, MSA to MSA, Different region, Different state in Midwest, No, No, 0, Not in universe, United-States, 0, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 94, - 50000.
40, Private, 34, 26, Bachelors degree(BA AB BS), 1272, Not in universe, Divorced, Finance insurance and real estate, Adm support including clerical, White, All other, Male, No, Not in universe, Full-time schedules, 0, 0, 0, Head of household, Not in universe, Not in universe, Householder, Householder, 586.18, 0, 0, 0, Not in universe under 1 year old, 0, 6, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 2, Not in universe, 2, 52, 95, - 50000.
16, Private, 33, 38, 10th grade, 0, High school, Never married, Retail trade, Transportation and material moving, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Single, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 1766.79, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 1, Both parents present, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 94, - 50000.
78, Not in universe, 0, 0, High school graduate, 0, Not in universe, Widowed, Not in universe or children, Not in universe, Black, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Householder, Householder, 397.62, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 94, - 50000.
63, Not in universe, 0, 0, 9th grade, 0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 10, Joint both under 65, Not in universe, Not in universe, Householder, Householder, 505.38, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Not in universe, United-States, Canada, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 94, - 50000.
71, Not in universe, 0, 0, 7th and 8th grade, 0, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force, 0, 0, 0, Single, Not in universe, Not in universe, Householder, Householder, 1985.93, 0, 0, 0, Not in universe under 1 year old, 0, 0, Not in universe, Poland, Poland, Poland, Foreign born- U S citizen by naturalization, 0, Not in universe, 2, 0, 95, - 50000.
23, Private, 41, 19, High school graduate, 0, Not in universe, Never married, Hospital services, Sales, White, All other, Male, No, Not in universe, Children or Armed Forces, 0, 0, 0, Single, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older, 1478.75, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 2, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 43, 94, - 50000.
41, Not in universe, 0, 0, Some college but no degree, 0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force, 0, 0, 0, Joint both under 65, Not in universe, Not in universe, Householder, Householder, 1831.38, 0, 0, 0, Not in universe under 1 year old, 0, 0, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 95, - 50000.
72, Not in universe, 0, 0, High school graduate, 0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force, 0, 0, 0, Joint both 65+, Not in universe, Not in universe, Spouse of householder, Spouse of householder, 1478.55, 0, 0, 0, Not in universe under 1 year old, 0, 0, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 95, - 50000.
3, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, White, Mexican-American, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 1618.65, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Both parents present, Mexico, Mexico, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 94, - 50000.
42, Private, 40, 29, High school graduate, 0, Not in universe, Married-civilian spouse present, Entertainment, Other service, White, All other, Female, Not in universe, Not in universe, Full-time schedules, 0, 0, 0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder, 3001.21, 0, 0, 0, Not in universe under 1 year old, 0, 3, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 42, 95, - 50000.
23, Private, 33, 16, Some college but no degree, 500, College or university, Married-civilian spouse present, Retail trade, Sales, White, All other, Female, No, Not in universe, Children or Armed Forces, 0, 0, 0, Joint both under 65, South, Delaware, Spouse of householder, Spouse of householder, 2016.51, NonMSA to MSA, Different region, Different state in South, No, No, 3, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 42, 94, - 50000.
26, Local government, 42, 30, Some college but no degree, 0, Not in universe, Never married, Medical except hospital, Other service, Black, Central or South American, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Head of household, Not in universe, Not in universe, Child 18+ never marr RP of subfamily, Child 18 or older, 1173.24, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 4, Not in universe, China, Jamaica, Jamaica, Foreign born- Not a citizen of U S , 0, Not in universe, 2, 5, 94, - 50000.
38, Private, 18, 42, High school graduate, 0, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Handlers equip cleaners etc , White, All other, Male, Not in universe, Not in universe, Full-time schedules, 0, 0, 0, Joint both under 65, Not in universe, Not in universe, Householder, Householder, 1222.47, 0, 0, 0, Not in universe under 1 year old, 0, 6, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 95, - 50000.
42, Private, 32, 38, High school graduate, 0, Not in universe, Married-civilian spouse present, Wholesale trade, Transportation and material moving, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces, 7298, 0, 0, Joint both under 65, Not in universe, Not in universe, Householder, Householder, 926.24, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 4, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 2, Not in universe, 2, 52, 94, - 50000.
7, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 1260.8, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Both parents present, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 94, - 50000.
54, Private, 4, 2, Some college but no degree, 0, Not in universe, Divorced, Construction, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Head of household, Not in universe, Not in universe, Householder, Householder, 3325.62, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 3, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 2, Not in universe, 2, 26, 94, - 50000.
77, Not in universe, 0, 0, High school graduate, 0, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force, 0, 0, 0, Single, Not in universe, Not in universe, Nonfamily householder, Householder, 2750, 0, 0, 0, Not in universe under 1 year old, 0, 0, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 95, - 50000.
3, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 395.61, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Both parents present, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 94, - 50000.
80, Not in universe, 0, 0, High school graduate, 0, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Nonfamily householder, Householder, 1748.23, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 94, - 50000.
44, Private, 45, 12, Bachelors degree(BA AB BS), 0, Not in universe, Never married, Other professional services, Professional specialty, White, All other, Male, Not in universe, Other job loser, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Householder, Householder, 1840.98, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 94, - 50000.
28, Private, 1, 26, Associates degree-academic program, 0, Not in universe, Married-civilian spouse present, Agriculture, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Joint both under 65, Northeast, North Carolina, Spouse of householder, Spouse of householder, 1076.05, NonMSA to nonMSA, Different division same region, Different state in Northeast, No, No, 2, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 46, 94, - 50000.
56, Private, 23, 18, Bachelors degree(BA AB BS), 0, Not in universe, Married-civilian spouse present, Manufacturing-nondurable goods, Sales, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Joint both under 65, Not in universe, Not in universe, Householder, Householder, 1977.47, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 4, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 94, - 50000.
33, Not in universe, 0, 0, Bachelors degree(BA AB BS), 0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 300, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder, 3848.48, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 94, - 50000.
51, Private, 33, 16, High school graduate, 0, Not in universe, Married-civilian spouse present, Retail trade, Sales, Amer Indian Aleut or Eskimo, All other, Male, Not in universe, Not in universe, Full-time schedules, 0, 0, 0, Joint both under 65, Not in universe, Not in universe, Householder, Householder, 1573.72, 0, 0, 0, Not in universe under 1 year old, 0, 3, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 95, - 50000.
31, Private, 33, 42, High school graduate, 0, Not in universe, Divorced, Retail trade, Handlers equip cleaners etc , White, All other, Female, Not in universe, Not in universe, Full-time schedules, 0, 0, 0, Head of household, Not in universe, Not in universe, Householder, Householder, 1840.33, 0, 0, 0, Not in universe under 1 year old, 0, 3, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 95, - 50000.
42, Private, 39, 26, Some college but no degree, 0, Not in universe, Married-civilian spouse present, Personal services except private HH, Adm support including clerical, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Joint both under 65, West, New Hampshire, Spouse of householder, Spouse of householder, 1071.17, MSA to MSA, Same county, Same county, No, Yes, 6, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 94, - 50000.
2, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, Asian or Pacific Islander, All other, Male, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Grandchild <18 never marr child of subfamily RP, Other relative of householder, 2228.53, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Both parents present, Philippines, Philippines, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 94, - 50000.
63, Not in universe, 0, 0, Some college but no degree, 0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder, 2208.28, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 94, - 50000.
5, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Other Rel <18 never marr not in subfamily, Other relative of householder, 1462.95, 0, 0, 0, Not in universe under 1 year old, 0, 0, Neither parent present, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 95, - 50000.
67, Not in universe, 0, 0, High school graduate, 0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force, 0, 0, 0, Single, Not in universe, Not in universe, Nonfamily householder, Householder, 1582.9, 0, 0, 0, Not in universe under 1 year old, 0, 0, Not in universe, Poland, Poland, Poland, Foreign born- Not a citizen of U S , 0, Not in universe, 2, 0, 95, - 50000.
41, Private, 33, 16, Some college but no degree, 750, Not in universe, Married-civilian spouse present, Retail trade, Sales, White, All other, Male, No, Not in universe, Children or Armed Forces, 3942, 0, 0, Joint both under 65, Not in universe, Not in universe, Householder, Householder, 1836.51, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 6, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 94, - 50000.
74, Not in universe, 0, 0, 9th grade, 0, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Nonfamily householder, Householder, 1600.43, 0, 0, 0, Not in universe under 1 year old, 0, 0, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 95, - 50000.
50, Self-employed-incorporated, 1, 24, Some college but no degree, 0, Not in universe, Married-civilian spouse present, Agriculture, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Full-time schedules, 0, 0, 0, Joint one under 65 & one 65+, Not in universe, Not in universe, Householder, Householder, 1819.38, 0, 0, 0, Not in universe under 1 year old, 0, 1, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 95, - 50000.
17, Not in universe, 0, 0, 11th grade, 0, High school, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force, 0, 0, 400, Single, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 2429.13, 0, 0, 0, Not in universe under 1 year old, 0, 1, Father only present, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 2, 95, - 50000.
60, Self-employed-not incorporated, 39, 32, High school graduate, 0, Not in universe, Married-civilian spouse present, Personal services except private HH, Other service, White, All other, Male, Not in universe, Not in universe, Full-time schedules, 0, 0, 0, Joint one under 65 & one 65+, Not in universe, Not in universe, Householder, Householder, 1979.43, 0, 0, 0, Not in universe under 1 year old, 0, 6, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 1, Not in universe, 2, 52, 95, - 50000.
52, Private, 39, 42, Some college but no degree, 0, Not in universe, Married-civilian spouse present, Personal services except private HH, Handlers equip cleaners etc , White, All other, Male, Not in universe, Not in universe, Full-time schedules, 0, 0, 0, Joint both under 65, Not in universe, Not in universe, Householder, Householder, 896.1, 0, 0, 0, Not in universe under 1 year old, 0, 6, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 95, - 50000.
57, Private, 37, 8, Associates degree-occup /vocational, 0, Not in universe, Married-civilian spouse present, Business and repair services, Professional specialty, White, All other, Female, Not in universe, Job loser - on layoff, Children or Armed Forces, 0, 0, 0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder, 1660.2, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 4, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 94, - 50000.
11, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, White, Mexican-American, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 1118.32, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Both parents present, Mexico, Mexico, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 94, - 50000.
5, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 760.78, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Both parents present, Iran, Peru, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 94, - 50000.
32, Private, 38, 16, High school graduate, 0, Not in universe, Married-civilian spouse present, Business and repair services, Sales, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder, 329.41, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 3, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 94, - 50000.
38, Private, 41, 8, Bachelors degree(BA AB BS), 0, Not in universe, Divorced, Hospital services, Professional specialty, White, All other, Female, Not in universe, Not in universe, Full-time schedules, 27828, 0, 0, Single, Not in universe, Not in universe, Nonfamily householder, Householder, 717.95, 0, 0, 0, Not in universe under 1 year old, 0, 6, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 1, Not in universe, 2, 52, 95, 50000+.
40, Private, 32, 18, Bachelors degree(BA AB BS), 0, Not in universe, Married-civilian spouse present, Wholesale trade, Sales, White, All other, Male, Not in universe, Not in universe, Full-time schedules, 0, 0, 20, Joint both under 65, Not in universe, Not in universe, Householder, Householder, 2560.27, 0, 0, 0, Not in universe under 1 year old, 0, 6, Not in universe, United-States, United-States, Germany, Native- Born abroad of American Parent(s), 2, Not in universe, 2, 52, 95, - 50000.
56, Not in universe, 0, 0, High school graduate, 0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 1000, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder, 1633.97, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Not in universe, Italy, Italy, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 94, - 50000.
13, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 1623.78, 0, 0, 0, Not in universe under 1 year old, 0, 0, Both parents present, United-States, United-States, Germany, Native- Born abroad of American Parent(s), 0, Not in universe, 0, 0, 95, - 50000.
8, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 326.26, 0, 0, 0, Not in universe under 1 year old, 0, 0, Mother only present, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 95, - 50000.
14, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 1988.6, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Both parents present, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 94, - 50000.
42, Local government, 43, 10, Bachelors degree(BA AB BS), 0, Not in universe, Never married, Education, Professional specialty, White, All other, Female, Yes, Not in universe, PT for econ reasons usually PT, 0, 0, 7000, Single, Not in universe, Not in universe, Nonfamily householder, Householder, 2869.44, 0, 0, 0, Not in universe under 1 year old, 0, 6, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 95, - 50000.
3, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, White, Mexican (Mexicano), Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, South, Utah, Other Rel <18 never marr child of subfamily RP, Other relative of householder, 1727.86, MSA to MSA, Same county, Same county, No, Yes, 0, Both parents present, Honduras, Mexico, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 94, - 50000.
3, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 990.87, 0, 0, 0, Not in universe under 1 year old, 0, 0, Both parents present, Canada, United-States, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 95, - 50000.
